Fourth Division,First Division
"দূর থেকে আসছে মেহমানরা, ভান্তে শ্রমণ, দায়কগন আপনাদের ভালমতো খাওয়াতে পারলাম না, ক্ষমা চাচ্ছি আমারা তোমার কাছ থেকে","𑄘𑄪𑄢𑄮𑄖𑄴𑄗𑄪𑄚𑄴 𑄃𑄨𑄌𑄴𑄍𑄬 𑄉𑄧𑄢𑄴𑄝𑄃𑄳𑄦𑄪𑄚𑄴, 𑄞𑄚𑄴𑄖𑄬 𑄥𑄳𑄢𑄧𑄟𑄧𑄚𑄴 𑄘𑄠𑄧𑄇𑄴𑄈𑄪𑄚𑄴, 𑄘𑄮𑄣𑄬 𑄈𑄝𑄬 𑄚𑄧 𑄛𑄢𑄨𑄣𑄮𑄁, 𑄈𑄬𑄟 𑄟𑄊𑄨 𑄃𑄟𑄳𑄦𑄨 𑄖𑄧𑄟𑄳𑄦𑄖𑄴𑄖𑄪𑄚𑄴"
খাওয়া দাওয়া শেষ হলে যাওয়াটা ঠিক করা লাগবে তো,𑄈𑄝𑄚 𑄘𑄝𑄚 𑄗𑄪𑄟𑄴 𑄦𑄧𑄣𑄬 𑄎𑄚𑄃𑄳𑄦𑄚𑄴 𑄗𑄨𑄇𑄴 𑄉𑄧𑄢𑄳𑄦 𑄛𑄧𑄢𑄨𑄝𑄮 𑄙𑄧
খাাওয়ালাম দাওয়ালাম আবার এসব কথাও শুনা লাগলো,"𑄈𑄝𑄬𑄣𑄪𑄁 𑄘𑄝𑄬𑄣𑄪𑄁, 𑄃𑄢𑄳𑄦𑄧 𑄚𑄬 𑄥𑄨𑄠𑄚𑄳𑄦𑄨𑄠𑄮 𑄥𑄪𑄚𑄨 𑄛𑄬𑄣𑄪𑄁𑄊𑄬"
খাওয়া দাওয়ার পর তাকে ঘুমানো লাগবে,𑄈𑄝𑄬 𑄘𑄝𑄬 𑄊𑄪𑄟𑄴 𑄚𑄬𑄎 𑄉𑄪𑄢𑄮𑄞𑄮𑄢𑄬
"স্ত্রীকে খাওয়ায় দাওয়ায় রাখতে পারলে ভালো, না পারলে বলবে কি জন্য নিয়েছ তাকে","𑄟𑄮𑄉𑄮𑄢𑄳𑄦𑄬 𑄈𑄝𑄬 𑄘𑄝𑄬 𑄛𑄣𑄴𑄣𑄬 𑄉𑄧𑄟𑄴, 𑄚𑄧 𑄛𑄣𑄴𑄣𑄬 𑄇𑄧𑄝𑄇𑄴𑄈𑄬- 𑄇𑄨𑄖𑄴𑄗𑄬𑄠𑄴 𑄣𑄪𑄠𑄮𑄌𑄴𑄍𑄬 𑄖𑄧𑄟𑄴𑄟𑄢𑄳𑄦𑄬?"
লোকটা অনেক খাবার বিলাসী,𑄟𑄚𑄳𑄦𑄪𑄌𑄴𑄌𑄮 𑄃𑄧𑄟𑄧𑄉𑄧𑄘𑄧 𑄈𑄝𑄪𑅁
আমরা অবশ্যই বুদ্ধের কথা শুনব,𑄃𑄟𑄳𑄦𑄨 𑄈𑄟𑄇𑄴𑄇𑄭 𑄝𑄪𑄘𑄴𑄙𑄮 𑄇𑄧𑄙 𑄙𑄧𑄢𑄨𑄝𑄮𑄁
অবশ্যই ঘুরতে আসিও আমাদের এখানে,𑄈𑄟𑄇𑄴𑄇𑄭 𑄝𑄬𑄢𑄬𑄠𑄮𑄉𑄮𑄠𑄴 𑄃𑄟𑄳𑄦 𑄃𑄨𑄙𑄪
সে তো সেটা অবশ্যই জানে,𑄖𑄬 𑄙𑄧 𑄥𑄨𑄠𑄳𑄦𑄬𑄚𑄴 𑄈𑄟𑄇𑄴𑄇𑄭 𑄈𑄧𑄝𑄧𑄢𑄴 𑄛𑄳𑄦𑄠𑄴
"মাংস তো না খাওয়া ভালো, অবশ্যই যদি  খাওয়া লাগলে বেশি না খাওয়া","𑄦𑄬𑄢 𑄘𑄧 𑄃𑄬𑄚𑄳𑄦𑄬 𑄚𑄧 𑄈𑄚 𑄉𑄧𑄟𑄴, 𑄈𑄟𑄇𑄴𑄇𑄭 𑄈𑄬𑄣𑄬𑄠𑄳𑄦𑄮 𑄝𑄬𑄌𑄴 𑄚𑄧 𑄈𑄚 𑄃𑄭𑅁"
ঘরের কাজ/ পাহাড়ের কাজ,𑄊𑄧𑄢𑄧 𑄈𑄟𑄴/ 𑄟𑄪𑄢𑄴 𑄈𑄟𑄴
কাজ করা,𑄈𑄟𑄴 𑄉𑄢𑄚
চোর চুরি করলে সহজে স্বীকার করে না,𑄷. 𑄌𑄪𑄢𑄬 𑄌𑄪𑄢𑄴 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄬 𑄈𑄢𑄇𑄴𑄇𑄭 𑄈𑄟𑄴 𑄚𑄧 𑄈𑄚𑄴
কে গ্লাসটা ভেঙ্গে ফেলেছে জিজ্ঞাস করলে কেও স্বীকার করে না,𑄇𑄧𑄚𑄴𑄚𑄳𑄦 𑄉𑄧𑄣𑄳𑄦𑄧𑄌𑄴𑄌𑄮 𑄞𑄋𑄨 𑄜𑄨𑄣𑄴𑄣𑄬 𑄇𑄧𑄣𑄳𑄦𑄬 𑄇𑄧𑄚𑄳𑄦𑄧𑄎𑄚𑄬 𑄈𑄟𑄴 𑄚𑄧 𑄈𑄚𑄴
সে যাবে নাকি স্বীকার করেছে তো,𑄸. 𑄃𑄳𑄦 𑄖𑄬 𑄎𑄬𑄝𑄧 𑄞𑄨𑄣𑄨 𑄈𑄟𑄴 𑄈𑄨𑄠𑄬 𑄘𑄧
সে আমাদের সাথে যাবে নাকি স্বীকার করেছে তো,𑄖𑄬 𑄃𑄟𑄳𑄦 𑄣𑄧𑄊𑄬 𑄎𑄬𑄝𑄧 𑄞𑄨𑄣𑄨 𑄈𑄟𑄴 𑄈𑄨𑄠𑄳𑄦𑄬𑅁
খেলা খেলছে,𑄈𑄢 𑄦𑄧𑄚/𑄈𑄬𑄣𑄚
সহজ অঙ্ক সহজে মিলে না,𑄥𑄧𑄢𑄧𑄣𑄴 𑄃𑄧𑄁𑄇𑄧 𑄝𑄬𑄌𑄴 𑄈𑄢𑄇𑄴𑄇𑄭 𑄚𑄧 𑄟𑄨𑄣𑄬
"সহজে পারে না, বেশি করে কাজ করা লাগে","𑄈𑄢𑄇𑄴𑄇𑄭 𑄚𑄧 𑄛𑄢𑄬, 𑄎𑄧𑄘𑄧𑄝𑄧𑄘𑄬 𑄉𑄧𑄢𑄳𑄦𑄨 𑄇𑄟𑄴 𑄉𑄧𑄢𑄳𑄦 𑄛𑄧𑄢𑄬"
সহজে কি নির্বাণ লাভ হই নাকি? ডাকলে সহজে আসে না সে,𑄈𑄢𑄇𑄴𑄇𑄭 𑄇𑄨 𑄚𑄨𑄢𑄴𑄝𑄚𑄴 𑄛𑄭𑄙𑄬 𑄚𑄬? 𑄘𑄉𑄨𑄣𑄬 𑄈𑄢𑄇𑄴𑄇𑄭/𑄈𑄢𑄳𑄦 𑄚𑄧 𑄥𑄪𑄚𑄬𑄘𑄬 𑄥𑄨𑄝𑄬𑅁
সহজে কি খেলানো যায় নাকি তাকে? খেলায় ডাকলে আসে না সে,𑄈𑄢𑄳𑄦 𑄇𑄨 𑄈𑄬𑄣𑄬 𑄛𑄢𑄬𑄘𑄬 𑄚𑄳𑄦𑄬 𑄖𑄢𑄳𑄦𑄬? 𑄈𑄢𑄳𑄦𑄠𑄴 𑄘𑄉𑄨𑄣𑄬 𑄚𑄧 𑄃𑄬𑄎𑄬𑄙𑄬 𑄖𑄬
সহজে সহজে: চাকরি কি সহজে সহজে পাওয়া যায় নাকি,𑄈𑄢𑄳𑄦 𑄈𑄢𑄳𑄦: 𑄈𑄢𑄳𑄦 𑄈𑄢𑄳𑄦 𑄇𑄨 𑄌𑄉𑄧𑄢𑄨 𑄛𑄭𑄙𑄬 𑄚𑄬!
হাতের চুড়ি,𑄦𑄘𑄧 𑄈𑄢𑄪
পায়েল,𑄗𑄬𑄋𑄧𑄇𑄴𑄈𑄢𑄪
দুর্গ চুড়িটা রাজবন বিহারে আছে,𑄘𑄪𑄢𑄴𑄉𑄮 𑄈𑄢𑄪𑄃𑄚𑄴 𑄢𑄎𑄴 𑄝𑄧𑄚𑄧𑄝𑄨𑄦𑄢𑄧𑄖𑄴 𑄃𑄊𑄬𑅁
পেটটা খালি খালি পাচ্ছি,𑄛𑄬𑄖𑄴𑄗𑄮 𑄈𑄣𑄴𑄈𑄣𑄴𑄣𑄳𑄦𑄬 𑄛𑄋𑄳𑄦𑄧𑄖𑄴𑄖𑄬
কিন্তু আমি তো তোমাদের সাথে যেতে পারবো না,𑄈𑄣𑄳𑄦𑄨𑄇𑄴 𑄟𑄪𑄠𑄴 𑄙𑄧 𑄖𑄧𑄟𑄳𑄦 𑄥𑄧𑄟𑄢𑄬 𑄎𑄬 𑄚𑄧 𑄖𑄋𑄧𑄢𑄨𑄟𑄴𑅁
"কখনো একে খায় খায়, কখনো ওকে খায় খায় করে সে","𑄃𑄬𑄖𑄢𑄳𑄦𑄬 𑄦𑄧𑄣𑄬 𑄈𑄁 𑄇𑄳𑄦𑄁, 𑄃𑄮𑄖𑄢𑄳𑄦𑄬 𑄦𑄧𑄣𑄬 𑄈𑄁𑄇𑄳𑄦𑄁 𑄉𑄧𑄢𑄬𑄙𑄬 𑄖𑄬𑅁"
এক টোকা খেলে বুঝবা! কুঁজো হয়ে ধাক্কা খাইলে মাথায়,𑄷. 𑄃𑄬𑄇𑄴 𑄈𑄧𑄇𑄴 𑄈𑄬𑄣𑄬 𑄝𑄪𑄎𑄨𑄞𑄬! 𑄈𑄧𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄙𑄪𑄌𑄴 𑄈𑄬𑄣𑄧 𑄖𑄬 𑄥𑄨𑄢𑄬𑄝𑄮𑄖𑄴
কাঁকড়ার খোলস,𑄸. 𑄇𑄋𑄢𑄳𑄦 𑄈𑄧𑄇𑄴
কাঁকড়ার খোলসে ঘিলু থাকে,𑄇𑄋𑄢𑄳𑄦 𑄈𑄧𑄉𑄧𑄖𑄴 𑄊𑄨𑄣𑄪𑄇𑄴 𑄗𑄭
কুঁজো হইয়ো,𑄹. 𑄈𑄧𑄇𑄴 𑄦𑄧
বাঁকা করা,𑄈𑄧𑄇𑄴 𑄉𑄧𑄢𑄚𑄳𑄦
ভয়ে সে বাঁকা হয়েছে,𑄘𑄧𑄢𑄬 𑄖𑄬 𑄈𑄧𑄇𑄴 𑄦𑄪𑄠𑄬
ঠাণ্ডাই সে বাঁকা হয়েছে,𑄎𑄢𑄬 𑄈𑄧𑄇𑄴 𑄦𑄪𑄠𑄬 𑄖𑄬
কুঁজো কুঁজো বুড়োটি কুঁজো হয়ে বেড়াচ্ছে,𑄈𑄧𑄇𑄴 𑄈𑄧𑄇𑄴: 𑄝𑄪𑄢𑄳𑄦𑄮𑄝𑄮 𑄈𑄧𑄇𑄴 𑄈𑄧𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄝𑄬𑄢𑄢𑄴
"মেরুদণ্ড বাঁকা করিও না, সোজা করে বেড়াও","𑄇𑄋𑄬𑄣𑄴𑄣𑄮 𑄈𑄧𑄇𑄴 𑄚𑄧 𑄉𑄧𑄢𑄳𑄦𑄨𑄌𑄴, 𑄃𑄪𑄎𑄪 𑄉𑄧𑄢𑄳𑄦𑄨 𑄝𑄬𑄢"
মাদুরটা বাঁকা হয়েছে,𑄺. 𑄛𑄘𑄨𑄞𑄮 𑄈𑄧𑄇𑄴 𑄦𑄪𑄠𑄳𑄦𑄬
কাগজটা বাঁকা হয়েছে,𑄇𑄉𑄮𑄌𑄴𑄍𑄚𑄴 𑄈𑄧𑄇𑄴 𑄦𑄪𑄠𑄳𑄦𑄬
টোকা টুকী করিও না,𑄈𑄧𑄇𑄴𑄇 𑄈𑄧𑄇𑄴𑄇𑄨 𑄚𑄧 𑄉𑄧𑄌𑄴𑄍𑄮𑅁
মাথায় টোকা মারা ভালো না,𑄟𑄙𑄖𑄴 𑄈𑄧𑄇𑄴𑄇𑄚 𑄉𑄧𑄟𑄴 𑄚𑄳𑄦𑄧𑄠𑄴
এত জোরে কেন টোকা মারে সে,𑄥𑄬𑄟𑄴𑄝 𑄉𑄧𑄢𑄳𑄦𑄨 𑄇𑄨 𑄈𑄧𑄇𑄴𑄇𑄭 𑄖𑄬?
ককরক করে কে দরজাটা খুললো?,𑄈𑄧𑄇𑄴𑄇𑄧𑄢𑄧𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄥𑄨𑄝𑄳𑄦𑄬 𑄇𑄧𑄚𑄴𑄚𑄳𑄦 𑄘𑄮𑄢𑄳𑄦𑄚𑄴 𑄈𑄪𑄣𑄨𑄣𑄮?
গাদা বন্দুক দিয়ে শূকর মারা,𑄈𑄧𑄇𑄴𑄇𑄬𑄠𑄬 𑄝𑄧𑄚𑄴𑄘𑄪𑄇𑄴𑄇𑄮𑄠𑄴 𑄥𑄪𑄉𑄮𑄢𑄴 𑄟𑄢𑄚𑅁
তক্ষক কক্‌কক্‌  করে ডাকে,𑄈𑄧𑄇𑄴𑄇𑄬𑄁𑄋𑄮 𑄈𑄧𑄇𑄴𑄇𑄬𑄁 𑄈𑄧𑄇𑄴𑄇𑄬𑄁 𑄉𑄧𑄢𑄳𑄦𑄨 𑄘𑄧𑄉𑄧𑄢𑄬𑄘𑄬
তক্ষক কামড়ালে নাকি যতক্ষণ বজ্রপাত না হয় ছাড়ে না,𑄈𑄧𑄇𑄴𑄇𑄬𑄁𑄋𑄪𑄚𑄴 𑄇𑄟𑄬𑄢𑄬𑄣𑄬 𑄞𑄬𑄣𑄬 𑄘𑄬𑄝 𑄛𑄬𑄢𑄇𑄴 𑄚𑄧 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄬 𑄃𑄨𑄢𑄨𑄖𑄴 𑄚𑄧𑄘𑄮𑄚𑄴𑅁
কাগজটা পুরোটা কোঁকড়ানো,𑄇𑄉𑄮𑄌𑄴𑄍𑄚𑄴 𑄉𑄧𑄘 𑄈𑄧𑄇𑄴𑄟𑄧𑄇𑄴𑅁
বিন্নি পিঠা,𑄝𑄨𑄚𑄨 𑄈𑄧𑄉𑄳𑄦
তার হাতের পাতা খসখোসা,𑄖 𑄦𑄘𑄧𑄘𑄛𑄃𑄳𑄦𑄚𑄴 𑄝𑄚 𑄈𑄧𑄌𑄴𑄈𑄧𑄌𑄴𑄌𑄬
কুনো ব্যাঙের চামড়া খসখোসা,𑄈𑄧𑄌𑄴𑄌𑄮 𑄝𑄬𑄋𑄳𑄦𑄧 𑄌𑄟𑄳𑄦𑄚𑄴 𑄈𑄧𑄌𑄴𑄈𑄧𑄌𑄴𑄌𑄬𑅁
ঐদিক আরেকটু যাও তাহলে,𑄥𑄨𑄚𑄴𑄙𑄨 𑄃𑄢𑄳𑄦𑄧𑄇𑄴𑄇 𑄈𑄧𑄌𑄴𑄌 𑄥𑄣𑄳𑄦𑄬𑅁
তুমি এত ছেঁচড়ার মতো থাকো কেন?,𑄸. 𑄖𑄪𑄠𑄴 𑄃𑄬𑄙𑄧𑄇𑄴𑄇𑄨 𑄈𑄧𑄌𑄴𑄌𑄧𑄢𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄗𑄌𑄴?
সে গড়াতে গড়াতে অনেক দূর পোঁছাল,𑄃𑄨𑄞𑄬 𑄈𑄧𑄌𑄴𑄌𑄬 𑄈𑄧𑄌𑄴𑄌𑄬 𑄇𑄪𑄖𑄴𑄙𑄪𑄢𑄴 𑄣𑄳𑄦𑄪𑄁𑄋𑄬𑄉𑄨
গড়াতে গড়াতে যাওয়া,𑄈𑄧𑄌𑄴𑄌𑄬 𑄈𑄧𑄌𑄴𑄌𑄬 𑄎𑄚𑅁
নিতে যাওয়া: তাকে কে নিতে যাবে এখন? নিতে আসা: আমি তোমাকে কালকে বিকেলে নিতে আসব,𑄈𑄧𑄎 𑄎𑄚: 𑄖𑄢𑄳𑄦𑄬 𑄇𑄧𑄚𑄴𑄚𑄳𑄦 𑄈𑄧𑄎 𑄎𑄬𑄝𑄧 𑄃𑄢𑄳𑄦𑄧? 𑄈𑄧𑄎 𑄃𑄬𑄎𑄚𑄳𑄦: 𑄟𑄪𑄠𑄴 𑄖𑄧𑄢𑄳𑄦𑄬 𑄇𑄨𑄣𑄴𑄣𑄬 𑄝𑄨𑄚𑄴𑄐𑄳𑄦𑄬 𑄈𑄧𑄎 𑄃𑄳𑄦𑄬𑄟𑄴
নিতে পাঠানো: আমি তো তাকে বাজারে ওষুধ নিতে পাঠাইছি,𑄈𑄧𑄎 𑄘𑄨 𑄛𑄘𑄚𑄳𑄦: 𑄟𑄪𑄠𑄴 𑄙𑄧 𑄃𑄢𑄳𑄦𑄧 𑄝𑄎𑄢𑄧𑄖𑄴𑄗𑄪𑄚𑄴 𑄈𑄧𑄎 𑄘𑄨 𑄛𑄙𑄬𑄠𑄮𑄁𑄉𑄬 𑄘𑄢𑄪𑄃𑄚𑄳𑄦𑄨𑅁
ত্রিপুরারা নিজেরা নিজেরা মন্ত্রতন্ত্র করে,𑄖𑄨𑄝𑄨𑄢𑄬𑄃𑄪𑄚𑄳𑄦𑄬 𑄖𑄢𑄳𑄦 𑄖𑄢𑄳𑄦 𑄈𑄧𑄎𑄈𑄧𑄎𑄨 𑄉𑄧𑄢𑄧𑄚𑄴𑄚𑄳𑄦𑄬
মন্ত্রতন্ত্র করা ভালো না,𑄈𑄧𑄎𑄈𑄧𑄎𑄨 𑄉𑄧𑄢𑄚𑄳𑄦 𑄉𑄧𑄟𑄴 𑄚𑄳𑄦𑄧𑄠𑄴𑅁
কবিরাজরা মন্ত্রতন্ত্র করতে পারদর্শী,𑄝𑄰𑄱𑄖𑄴𑄘𑄮𑄃𑄪𑄚𑄳𑄦𑄬 𑄈𑄧𑄎𑄚𑄖𑄴 𑄘𑄧𑄢𑄳𑄦𑄧𑅁
খসখস করা: কোনদিকে খসখস করলো,𑄷. 𑄈𑄧𑄎𑄧𑄇𑄴 𑄉𑄧𑄢𑄚𑄳𑄦: 𑄇𑄪𑄚𑄴𑄙𑄨 𑄈𑄧𑄎𑄧𑄇𑄴 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄧 𑄇𑄨𑄎𑄬𑄚𑄨
খসখস পলিথিন,𑄈𑄧𑄎𑄧𑄇𑄴 𑄈𑄎𑄇𑄴 𑄈𑄧𑄭𑄣𑄴𑄣𑄬
কি খসখস করে এটি ?,𑄇𑄨 𑄈𑄧𑄎𑄧𑄇𑄴 𑄈𑄧𑄎𑄧𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄬 𑄥𑄨𑄠𑄳𑄦𑄬𑄚𑄴?
সে খসখস পলিথিন দিয়ে বাজার করতেছে,𑄈𑄧𑄎𑄧𑄇𑄴 𑄈𑄧𑄣𑄴𑄣𑄬𑄣𑄮𑄠𑄴 𑄝𑄎𑄢𑄴 𑄉𑄧𑄢𑄬𑄖𑄴𑄗𑄬 𑄖𑄬
এই জিনিস গুলো খসখস পলিথিনের ভিতরে ঢুকানো লাগবে,𑄥𑄬 𑄛𑄧𑄏𑄃𑄚𑄨 𑄃𑄨𑄇𑄴𑄊𑄮 𑄈𑄧𑄎𑄧𑄇𑄴 𑄈𑄧𑄣𑄴𑄣𑄬𑄖𑄴 𑄞𑄧𑄢 𑄛𑄧𑄢𑄨𑄝𑄮𑅁
সেই ইচ্ছে করে মারমারি খুজে,𑄖𑄬 𑄚𑄳𑄦 𑄈𑄧𑄎𑄨 𑄈𑄧𑄎𑄨 𑄇𑄪𑄌𑄴𑄎𑄬 𑄖𑄧𑄉𑄭!
"ইচ্ছে করে কাজগুলো করবা, দোষ পড়বে আমার","𑄈𑄧𑄎𑄨 𑄙𑄧𑄢𑄨 𑄙𑄧𑄢𑄨 𑄇𑄟𑄚𑄳𑄦𑄨 𑄉𑄧𑄢𑄨𑄞𑄮, 𑄃𑄢𑄳𑄦𑄧 𑄘𑄪𑄌𑄴 𑄛𑄧𑄢𑄬𑄘𑄬 𑄟𑄧𑄢𑄴"
"সেই ইচ্ছে করে আমাকে নিয়ে আসছে, আমি তো আসতেছিলাম না নাহলে","𑄖𑄬 𑄚𑄳𑄦 𑄈𑄧𑄎𑄨 𑄙𑄧𑄢𑄨 𑄙𑄧𑄢𑄨 𑄟𑄧𑄢𑄳𑄦𑄬 𑄃𑄚𑄴𑄐𑄳𑄦𑄬, 𑄟𑄪𑄠𑄴 𑄙𑄧 𑄚𑄧 𑄃𑄬𑄏𑄧𑄁 𑄚𑄧 𑄦𑄧𑄣𑄬𑅁"
কচুরিপানার ঝাক,𑄈𑄧𑄎𑄮𑄖𑄴𑄖𑄬 𑄎𑄇𑄴
কচুরিপানার ফুল,𑄈𑄧𑄎𑄮𑄖𑄴𑄖𑄬 𑄜𑄪𑄣𑄴
ঝগড়াতে ছেলে- ঝগড়াতে মেয়ে,𑄈𑄧𑄖𑄴𑄖𑄣𑄴𑄣𑄬 – 𑄈𑄧𑄖𑄴𑄖𑄣𑄨 
মেয়েটা এত ঝগড়াতে ! ছেলেটা ঝগড়াতে হলেও মেয়েটা লক্ষি,𑄟𑄨𑄣𑄬𑄞𑄮 𑄎𑄬 𑄈𑄧𑄖𑄴𑄖𑄣𑄴! 𑄚𑄬𑄇𑄴𑄈𑄮 𑄈𑄧𑄖𑄴𑄖𑄣𑄴 𑄦𑄧𑄣𑄬𑄠𑄮 𑄟𑄮𑄇𑄴𑄈𑄮 𑄣𑄧𑄇𑄴𑄈𑄨 𑄃𑄊𑄬𑅁
ক্ষতি হয়া/করা লাভ হলো নাকি ক্ষতি হলো বলোতো?  সে এবারও অনেক টাকা লাভ করলো,𑄈𑄧𑄖𑄨 𑄦𑄧𑄚/𑄉𑄧𑄢𑄚𑄳𑄦: 𑄣𑄝𑄴 𑄦𑄧𑄣𑄧 𑄚 𑄈𑄧𑄖𑄨 𑄦𑄧𑄣𑄧 𑄇𑄧𑄙𑄬? 𑄖𑄬 𑄃𑄬𑄝𑄢𑄧𑄖𑄴 𑄝𑄧𑄦𑄪𑄖𑄴 𑄖𑄬𑄋 𑄣𑄝𑄴 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄧𑅁
ধুর! কোথায় যে ধাক্কা খেলাম কিজানি,𑄷. 𑄈𑄧𑄘! 𑄇𑄪𑄞𑄮𑄖𑄴 𑄙𑄪𑄌𑄴 𑄈𑄬𑄣𑄪𑄁 𑄇𑄨𑄎𑄬𑄚𑄨
ধুর! কবে যে এই দুঃখ থেকে রেহাই পাবো? ধুর! তুমি আমার সাথে তালিমালি করিও না! তোমার মাথায় নাপ্পি পুড়ে খাবো তুমিও জানবে না! বুড়ো হলে উঠা বসা ওমাগো করা লাগে,"𑄃𑄂 𑄈𑄧𑄘, 𑄇𑄧𑄟𑄧𑄣𑄬 𑄘𑄪𑄊𑄮𑄖𑄴𑄖𑄪𑄚𑄴 𑄥𑄧𑄢𑄚𑄴 𑄛𑄳𑄦𑄬𑄟𑄴? 𑄃𑄮 𑄈𑄧𑄘, 𑄖𑄪𑄠𑄴 𑄚𑄳𑄦𑄬 𑄟𑄧𑄣𑄴𑄴𑄣𑄮𑄠𑄴 𑄖𑄣𑄳𑄦𑄨𑄟𑄣𑄳𑄦𑄨 𑄉𑄧𑄢𑄳𑄦𑄧𑄖𑄴𑄖𑄬! 𑄥𑄨𑄢𑄬𑄝𑄮𑄖𑄴 𑄥𑄬 𑄥𑄨𑄘𑄮𑄣𑄴 𑄛𑄪𑄢𑄨 𑄈𑄬𑄟𑄴𑄟𑄬, 𑄈𑄧𑄝𑄧𑄢𑄴 𑄚𑄧 𑄛𑄌𑄴𑄍𑄬! 𑄝𑄪𑄢𑄳𑄦𑄮 𑄦𑄧𑄣𑄬 𑄃𑄪𑄖𑄴𑄗𑄬 𑄝𑄧𑄌𑄴𑄗𑄬 𑄃𑄮𑄟𑄘𑄪 𑄈𑄧𑄘 𑄉𑄧𑄢𑄳𑄦 𑄛𑄧𑄢𑄬"
ধুর! আরও ভাতের প্লেটটা পরে গেলো,"𑄃𑄀 𑄈𑄧𑄘, 𑄃𑄢𑄳𑄦𑄧 𑄜𑄬𑄣𑄬𑄣𑄧 𑄞𑄖𑄴 𑄛𑄮𑄠𑄴𑄞𑄮"
ভগবান ভগবান! আমার সাথে এরকম এখনো হই নি,𑄈𑄧𑄘 𑄈𑄧𑄘 𑄟𑄧𑄢𑄴 𑄙𑄧 𑄥𑄬𑄠𑄭𑄚𑄴𑄐𑄳𑄦𑄬 𑄚𑄳𑄦𑄧 𑄦𑄧𑄠𑄴 𑄃𑄬𑄞𑄧
ভগবান! চিৎকার করা,𑄈𑄧𑄘 𑄇𑄨𑄎𑄬𑄇𑄴 𑄇𑄢𑄚𑄳𑄦
ভগবান! কেন চিৎকার করছো?,𑄈𑄧𑄘 𑄎𑄧𑄉𑄢𑄴 𑄛𑄢𑄚: 𑄃𑄠𑄳𑄦𑄬 𑄈𑄧𑄘 𑄎𑄧𑄉𑄢𑄴 𑄛𑄢𑄳𑄦𑄧𑄢𑄴?
কথা দেওয়া,𑄸. 𑄈𑄧𑄘 𑄘𑄬𑄚
উঠতে বসতে এসব নিয়ে কথা দিবে সে,𑄃𑄪𑄖𑄴𑄗𑄬 𑄝𑄧𑄌𑄴𑄗𑄬 𑄥𑄨𑄠𑄬𑄚𑄳𑄦𑄧𑄣𑄴𑄣𑄭 𑄈𑄧𑄘 𑄘𑄬𑄘𑄬 𑄖𑄬𑅁
"আমার ভগবানের অভিশাপ পড়ে নাই, তোমাকে নেওয়ার","𑄈𑄧𑄘𑄇𑄴 𑄖𑄣𑄳𑄦𑄇𑄴 𑄛𑄧𑄢𑄚: 𑄟𑄧𑄢𑄴 𑄇𑄨 𑄈𑄧𑄘𑄇𑄴 𑄖𑄣𑄳𑄦𑄇𑄴 𑄛𑄧𑄌𑄴𑄎𑄬𑄙𑄬, 𑄖𑄧𑄢𑄳𑄦𑄬 𑄣𑄧𑄙𑄪𑄁"
সে কেন ভগবানের অভিশাপ পড়েছে মতো আচরণ করতেছে,𑄥𑄨𑄝𑄬 𑄇𑄨 𑄈𑄧𑄘𑄇𑄴 𑄖𑄣𑄳𑄦𑄇𑄴 𑄛𑄧𑄌𑄴𑄏𑄬 𑄛𑄢𑄳𑄦 𑄉𑄧𑄢𑄬𑄖𑄴𑄗𑄬 𑄃𑄨𑄏𑄪𑅁
সে চিৎকার করতেছে,𑄈𑄧𑄘𑄧𑄎𑄧𑄉𑄢𑄴 𑄛𑄢𑄬𑄖𑄴𑄖𑄬 𑄖𑄬𑅁
নাড়া চাড়া করা: সে সারাদিন মোবাইল নিয়ে নাড়া চারা করতেছে,𑄈𑄧𑄘𑄧 𑄈𑄧𑄘𑄧 𑄉𑄧𑄢𑄚𑄳𑄦: 𑄖𑄬 𑄘𑄨𑄚𑄴𑄚𑄮𑄞𑄮 𑄥𑄬 𑄟𑄮𑄞𑄭𑄣𑄚𑄴 𑄈𑄧𑄘𑄧 𑄈𑄧𑄘𑄧 𑄉𑄧𑄢𑄬𑄙𑄬
"সারাদিন মেশিনটাকে নাড়া চাড়া করতেছে, তবুও মেশিনটা ভালো হচ্ছে না","𑄘𑄨𑄚𑄴𑄚𑄳𑄦𑄮𑄞𑄮 𑄟𑄬𑄥𑄨𑄚𑄳𑄦𑄚𑄴 𑄈𑄧𑄘𑄧 𑄈𑄧𑄘𑄧 𑄉𑄧𑄢𑄳𑄦𑄧𑄋𑄧𑄖𑄴𑄖𑄬, 𑄎𑄳𑄦𑄬 𑄟𑄬𑄥𑄨𑄚𑄳𑄦𑄚𑄴 𑄥𑄮𑄢𑄴 𑄚𑄧 𑄦𑄧𑄢𑄴𑅁"
